Tweets,ISI,sentiment,tokenization,remove_stopword,normalisasi_tweet,tweet
thread mental kesehatan masa pandemi tahun 2020 diibaratkan tahun kepanikan kecemasan ketakutan seluruh penduduk dunia bagaimana hampir seluruh belahan dunia terjangkit virus baru dikenal coronavirus covid,thread mental kesehatan masa pandemi tahun diibaratkan tahun kepanikan kecemasan ketakutan seluruh penduduk dunia bagaimana hampir seluruh belahan dunia terjangkit virus baru dikenal coronavirus covid,thread mental kesehatan masa pandemi tahun diibaratkan tahun kepanikan kecemasan ketakutan seluruh penduduk dunia bagaimana hampir seluruh belahan dunia terjangkit virus baru dikenal coronavirus covid,"['thread', 'mental', 'kesehatan', 'masa', 'pandemi', 'tahun', 'diibaratkan', 'tahun', 'kepanikan', 'kecemasan', 'ketakutan', 'seluruh', 'penduduk', 'dunia', 'bagaimana', 'hampir', 'seluruh', 'belahan', 'dunia', 'terjangkit', 'virus', 'baru', 'dikenal', 'coronavirus', 'covid']","['thread', 'mental', 'kesehatan', 'pandemi', 'kepanikan', 'kecemasan', 'ketakutan', 'penduduk', 'dunia', 'belahan', 'dunia', 'terjangkit', 'virus', 'dikenal', 'coronavirus', 'covid']","['thread', 'mental', 'kesehatan', 'pandemi', 'kepanikan', 'kecemasan', 'ketakutan', 'penduduk', 'dunia', 'belahan', 'dunia', 'terjangkit', 'virus', 'dikenal', 'coronavirus', 'covid']",thread mental kesehatan pandemi kepanikan kecemasan ketakutan penduduk dunia belahan dunia terjangkit virus dikenal coronavirus covid
saya diam sejenak saat baca part orang indonesia punya potensi masalah gangguan jiwa gangguan kesehatan mental memang seringnya kelihatan  kalau  kamu merasa nyaman please cari professional helper jangan self claimed cont o8yu4dzfb5,saya diam sejenak saat baca part orang indonesia punya potensi masalah gangguan jiwa gangguan kesehatan mental memang seringnya kelihatan kalau kamu merasa nyaman please cari professional helper jangan self claimed cont dzfb ,saya diam sejenak saat baca part orang indonesia punya potensi masalah gangguan jiwa gangguan kesehatan mental memang seringnya kelihatan kalau kamu merasa nyaman please cari professional helper jangan self claimed cont dzfb ,"['saya', 'diam', 'sejenak', 'saat', 'baca', 'part', 'orang', 'indonesia', 'punya', 'potensi', 'masalah', 'gangguan', 'jiwa', 'gangguan', 'kesehatan', 'mental', 'memang', 'seringnya', 'kelihatan', 'kalau', 'kamu', 'merasa', 'nyaman', 'please', 'cari', 'professional', 'helper', 'jangan', 'self', 'claimed', 'cont', 'dzfb', '']","['diam', 'baca', 'part', 'orang', 'indonesia', 'potensi', 'gangguan', 'jiwa', 'gangguan', 'kesehatan', 'mental', 'nyaman', 'please', 'cari', 'professional', 'helper', 'self', 'claimed', 'cont', 'dzfb', '']","['diam', 'baca', 'part', 'orang', 'indonesia', 'potensi', 'gangguan', 'jiwa', 'gangguan', 'kesehatan', 'mental', 'nyaman', 'please', 'cari', 'professional', 'helper', 'self', 'claimed', 'cont', 'dzfb', '']",diam baca part orang indonesia potensi gangguan jiwa gangguan kesehatan mental nyaman please cari professional helper self claimed cont dzfb
anak anak remaja muda luput krisis kesehatan mental ini dipicu pandemi covid studi penelitian menemukan tingkat depresi kecemasan sangat tinggi kalangan remaja pgfhvbo2k4,anak anak remaja muda luput krisis kesehatan mental ini dipicu pandemi covid studi penelitian menemukan tingkat depresi kecemasan sangat tinggi kalangan remaja pgfhvbo ,anak anak remaja muda luput krisis kesehatan mental ini dipicu pandemi covid studi penelitian menemukan tingkat depresi kecemasan sangat tinggi kalangan remaja pgfhvbo ,"['anak', 'anak', 'remaja', 'muda', 'luput', 'krisis', 'kesehatan', 'mental', 'ini', 'dipicu', 'pandemi', 'covid', 'studi', 'penelitian', 'menemukan', 'tingkat', 'depresi', 'kecemasan', 'sangat', 'tinggi', 'kalangan', 'remaja', 'pgfhvbo', '']","['anak', 'anak', 'remaja', 'muda', 'luput', 'krisis', 'kesehatan', 'mental', 'dipicu', 'pandemi', 'covid', 'studi', 'penelitian', 'menemukan', 'tingkat', 'depresi', 'kecemasan', 'kalangan', 'remaja', 'pgfhvbo', '']","['anak', 'anak', 'remaja', 'muda', 'luput', 'krisis', 'kesehatan', 'mental', 'dipicu', 'pandemi', 'covid', 'studi', 'penelitian', 'menemukan', 'tingkat', 'depresi', 'kecemasan', 'kalangan', 'remaja', 'pgfhvbo', '']",anak anak remaja muda luput krisis kesehatan mental dipicu pandemi covid studi penelitian menemukan tingkat depresi kecemasan kalangan remaja pgfhvbo
badminton menyelamatkan mental kesehatan saya amp mosidik awal pandemi main badminton hari selama berbulan bulan,badminton menyelamatkan mental kesehatan saya amp mosidik awal pandemi main badminton hari selama berbulan bulan,badminton menyelamatkan mental kesehatan saya amp mosidik awal pandemi main badminton hari selama berbulan bulan,"['badminton', 'menyelamatkan', 'mental', 'kesehatan', 'saya', 'amp', 'mosidik', 'awal', 'pandemi', 'main', 'badminton', 'hari', 'selama', 'berbulan', 'bulan']","['badminton', 'menyelamatkan', 'mental', 'kesehatan', 'amp', 'mosidik', 'pandemi', 'main', 'badminton', 'berbulan']","['badminton', 'menyelamatkan', 'mental', 'kesehatan', 'amp', 'mosidik', 'pandemi', 'main', 'badminton', 'berbulan']",badminton menyelamatkan mental kesehatan amp mosidik pandemi main badminton berbulan
cemas gelisah stres hingga depresi kondisi mental kerap terjadi sedang dirasakan pandemi memiliki kondisi mental sehat sama perlunya menjaga kesehatan fisik sama perlunya dikonsultasikan ada masalah myvyccoidt,cemas gelisah stres hingga depresi kondisi mental kerap terjadi sedang dirasakan pandemi memiliki kondisi mental sehat sama perlunya menjaga kesehatan fisik sama perlunya dikonsultasikan ada masalah myvyccoidt,cemas gelisah stres hingga depresi kondisi mental kerap terjadi sedang dirasakan pandemi memiliki kondisi mental sehat sama perlunya menjaga kesehatan fisik sama perlunya dikonsultasikan ada masalah myvyccoidt,"['cemas', 'gelisah', 'stres', 'hingga', 'depresi', 'kondisi', 'mental', 'kerap', 'terjadi', 'sedang', 'dirasakan', 'pandemi', 'memiliki', 'kondisi', 'mental', 'sehat', 'sama', 'perlunya', 'menjaga', 'kesehatan', 'fisik', 'sama', 'perlunya', 'dikonsultasikan', 'ada', 'masalah', 'myvyccoidt']","['cemas', 'gelisah', 'stres', 'depresi', 'kondisi', 'mental', 'kerap', 'dirasakan', 'pandemi', 'memiliki', 'kondisi', 'mental', 'sehat', 'menjaga', 'kesehatan', 'fisik', 'dikonsultasikan', 'ada', 'myvyccoidt']","['cemas', 'gelisah', 'stres', 'depresi', 'kondisi', 'mental', 'kerap', 'dirasakan', 'pandemi', 'memiliki', 'kondisi', 'mental', 'sehat', 'menjaga', 'kesehatan', 'fisik', 'dikonsultasikan', 'ada', 'myvyccoidt']",cemas gelisah stres depresi kondisi mental kerap dirasakan pandemi memiliki kondisi mental sehat menjaga kesehatan fisik dikonsultasikan ada myvyccoidt
masa pandemi covid kesehatan mental dijaga lho wargi salah satunya mendorong hormon bahagia jabarprovgoid humasjabar ayokeperpustakaan ayosadararsip dispusipdajabar jabarjuara jabarkita ridwankamil jabarjuara kebahagiaan senyawabahagia fdlqadojvo,masa pandemi covid kesehatan mental dijaga lho wargi salah satunya mendorong hormon bahagia jabarprovgoid humasjabar ayokeperpustakaan ayosadararsip dispusipdajabar jabarjuara jabarkita ridwankamil jabarjuara kebahagiaan senyawabahagia fdlqadojvo,masa pandemi covid kesehatan mental dijaga lho wargi salah satunya mendorong hormon bahagia jabarprovgoid humasjabar ayokeperpustakaan ayosadararsip dispusipdajabar jabarjuara jabarkita ridwankamil jabarjuara kebahagiaan senyawabahagia fdlqadojvo,"['masa', 'pandemi', 'covid', 'kesehatan', 'mental', 'dijaga', 'lho', 'wargi', 'salah', 'satunya', 'mendorong', 'hormon', 'bahagia', 'jabarprovgoid', 'humasjabar', 'ayokeperpustakaan', 'ayosadararsip', 'dispusipdajabar', 'jabarjuara', 'jabarkita', 'ridwankamil', 'jabarjuara', 'kebahagiaan', 'senyawabahagia', 'fdlqadojvo']","['pandemi', 'covid', 'kesehatan', 'mental', 'dijaga', 'lho', 'wargi', 'salah', 'satunya', 'mendorong', 'hormon', 'bahagia', 'jabarprovgoid', 'humasjabar', 'ayokeperpustakaan', 'ayosadararsip', 'dispusipdajabar', 'jabarjuara', 'jabarkita', 'ridwankamil', 'jabarjuara', 'kebahagiaan', 'senyawabahagia', 'fdlqadojvo']","['pandemi', 'covid', 'kesehatan', 'mental', 'dijaga', 'lho', 'wargi', 'salah', 'satunya', 'mendorong', 'hormon', 'bahagia', 'jabarprovgoid', 'humasjabar', 'ayokeperpustakaan', 'ayosadararsip', 'dispusipdajabar', 'jabarjuara', 'jabarkita', 'ridwankamil', 'jabarjuara', 'kebahagiaan', 'senyawabahagia', 'fdlqadojvo']",pandemi covid kesehatan mental dijaga lho wargi salah satunya mendorong hormon bahagia jabarprovgoid humasjabar ayokeperpustakaan ayosadararsip dispusipdajabar jabarjuara jabarkita ridwankamil jabarjuara kebahagiaan senyawabahagia fdlqadojvo
benar  kok dulu nyokap bilang  meh muda kerja keras boleh  jangan smp lupa diri ingat  kesehatan bahagia nikmatin masa muda kaya main jln2 dan lakukan saat sudah nikah lega dulu puas nikmatin semuanya bukan  orang kaya tabungan gabanyak mental sehat,benar kok dulu nyokap bilang meh muda kerja keras boleh jangan smp lupa diri ingat kesehatan bahagia nikmatin masa muda kaya main jln dan lakukan saat sudah nikah lega dulu puas nikmatin semuanya bukan orang kaya tabungan gabanyak mental sehat,benar kok dulu nyokap bilang meh muda kerja keras boleh jangan smp lupa diri ingat kesehatan bahagia nikmatin masa muda kaya main jln dan lakukan saat sudah nikah lega dulu puas nikmatin semuanya bukan orang kaya tabungan gabanyak mental sehat,"['benar', 'kok', 'dulu', 'nyokap', 'bilang', 'meh', 'muda', 'kerja', 'keras', 'boleh', 'jangan', 'smp', 'lupa', 'diri', 'ingat', 'kesehatan', 'bahagia', 'nikmatin', 'masa', 'muda', 'kaya', 'main', 'jln', 'dan', 'lakukan', 'saat', 'sudah', 'nikah', 'lega', 'dulu', 'puas', 'nikmatin', 'semuanya', 'bukan', 'orang', 'kaya', 'tabungan', 'gabanyak', 'mental', 'sehat']","['nyokap', 'bilang', 'meh', 'muda', 'kerja', 'keras', 'smp', 'lupa', 'kesehatan', 'bahagia', 'nikmatin', 'muda', 'kaya', 'main', 'jln', 'lakukan', 'nikah', 'lega', 'puas', 'nikmatin', 'orang', 'kaya', 'tabungan', 'gabanyak', 'mental', 'sehat']","['nyokap', 'bilang', 'meh', 'muda', 'kerja', 'keras', 'smp', 'lupa', 'kesehatan', 'bahagia', 'nikmatin', 'muda', 'kaya', 'main', 'jalan ', 'lakukan', 'nikah', 'lega', 'puas', 'nikmatin', 'orang', 'kaya', 'tabungan', 'gabanyak', 'mental', 'sehat']",nyokap bilang meh muda kerja keras smp lupa kesehatan bahagia nikmatin muda kaya main jalan  lakukan nikah lega puas nikmatin orang kaya tabungan gabanyak mental sehat
dulu ingat pepatah mensana corporesano artinya tubuh sehat terdapat jiwa kuat mengapa saat sekarang pemerintah republik indonesia abai masalah kesehatan mental masyarakat undang undangnya tidak jalan,dulu ingat pepatah mensana corporesano artinya tubuh sehat terdapat jiwa kuat mengapa saat sekarang pemerintah republik indonesia abai masalah kesehatan mental masyarakat undang undangnya tidak jalan,dulu ingat pepatah mensana corporesano artinya tubuh sehat terdapat jiwa kuat mengapa saat sekarang pemerintah republik indonesia abai masalah kesehatan mental masyarakat undang undangnya tidak jalan,"['dulu', 'ingat', 'pepatah', 'mensana', 'corporesano', 'artinya', 'tubuh', 'sehat', 'terdapat', 'jiwa', 'kuat', 'mengapa', 'saat', 'sekarang', 'pemerintah', 'republik', 'indonesia', 'abai', 'masalah', 'kesehatan', 'mental', 'masyarakat', 'undang', 'undangnya', 'tidak', 'jalan']","['pepatah', 'mensana', 'corporesano', 'tubuh', 'sehat', 'jiwa', 'kuat', 'pemerintah', 'republik', 'indonesia', 'abai', 'kesehatan', 'mental', 'masyarakat', 'undang', 'undangnya', 'jalan']","['pepatah', 'mensana', 'corporesano', 'tubuh', 'sehat', 'jiwa', 'kuat', 'pemerintah', 'republik', 'indonesia', 'abai', 'kesehatan', 'mental', 'masyarakat', 'undang', 'undangnya', 'jalan']",pepatah mensana corporesano tubuh sehat jiwa kuat pemerintah republik indonesia abai kesehatan mental masyarakat undang undangnya jalan
gelisah lumrah pandemi covid19 membuat semua merasakannya jangan biarkan gelisah berlarut larut kesehatan mental terus terjaga yuk ikuti tips unicef kamu mengatasi rasa gelisah kerap muncul pandemi rcocyghqhn,gelisah lumrah pandemi covid membuat semua merasakannya jangan biarkan gelisah berlarut larut kesehatan mental terus terjaga yuk ikuti tips unicef kamu mengatasi rasa gelisah kerap muncul pandemi rcocyghqhn,gelisah lumrah pandemi covid membuat semua merasakannya jangan biarkan gelisah berlarut larut kesehatan mental terus terjaga yuk ikuti tips unicef kamu mengatasi rasa gelisah kerap muncul pandemi rcocyghqhn,"['gelisah', 'lumrah', 'pandemi', 'covid', 'membuat', 'semua', 'merasakannya', 'jangan', 'biarkan', 'gelisah', 'berlarut', 'larut', 'kesehatan', 'mental', 'terus', 'terjaga', 'yuk', 'ikuti', 'tips', 'unicef', 'kamu', 'mengatasi', 'rasa', 'gelisah', 'kerap', 'muncul', 'pandemi', 'rcocyghqhn']","['gelisah', 'lumrah', 'pandemi', 'covid', 'merasakannya', 'biarkan', 'gelisah', 'berlarut', 'larut', 'kesehatan', 'mental', 'terjaga', 'yuk', 'ikuti', 'tips', 'unicef', 'mengatasi', 'gelisah', 'kerap', 'muncul', 'pandemi', 'rcocyghqhn']","['gelisah', 'lumrah', 'pandemi', 'covid', 'merasakannya', 'biarkan', 'gelisah', 'berlarut', 'larut', 'kesehatan', 'mental', 'terjaga', 'yuk', 'ikuti', 'tips', 'unicef', 'mengatasi', 'gelisah', 'kerap', 'muncul', 'pandemi', 'rcocyghqhn']",gelisah lumrah pandemi covid merasakannya biarkan gelisah berlarut larut kesehatan mental terjaga yuk ikuti tips unicef mengatasi gelisah kerap muncul pandemi rcocyghqhn
hai bagaimana kabarmu hari merasa cemas khawatir suatu belum terjadi kesepian amp stres wajar dialami kita pandemi tapi tahukah kamu kesehatan mental amp kesehatan fisik dua hal sangat penting amp keduanya saling berkaitan tqvxzaes21,hai bagaimana kabarmu hari merasa cemas khawatir suatu belum terjadi kesepian amp stres wajar dialami kita pandemi tapi tahukah kamu kesehatan mental amp kesehatan fisik dua hal sangat penting amp keduanya saling berkaitan tqvxzaes ,hai bagaimana kabarmu hari merasa cemas khawatir suatu belum terjadi kesepian amp stres wajar dialami kita pandemi tapi tahukah kamu kesehatan mental amp kesehatan fisik dua hal sangat penting amp keduanya saling berkaitan tqvxzaes ,"['hai', 'bagaimana', 'kabarmu', 'hari', 'merasa', 'cemas', 'khawatir', 'suatu', 'belum', 'terjadi', 'kesepian', 'amp', 'stres', 'wajar', 'dialami', 'kita', 'pandemi', 'tapi', 'tahukah', 'kamu', 'kesehatan', 'mental', 'amp', 'kesehatan', 'fisik', 'dua', 'hal', 'sangat', 'penting', 'amp', 'keduanya', 'saling', 'berkaitan', 'tqvxzaes', '']","['hai', 'kabarmu', 'cemas', 'khawatir', 'kesepian', 'amp', 'stres', 'wajar', 'dialami', 'pandemi', 'tahukah', 'kesehatan', 'mental', 'amp', 'kesehatan', 'fisik', 'amp', 'berkaitan', 'tqvxzaes', '']","['hai', 'kabarmu', 'cemas', 'khawatir', 'kesepian', 'amp', 'stres', 'wajar', 'dialami', 'pandemi', 'tahukah', 'kesehatan', 'mental', 'amp', 'kesehatan', 'fisik', 'amp', 'berkaitan', 'tqvxzaes', '']",hai kabarmu cemas khawatir kesepian amp stres wajar dialami pandemi tahukah kesehatan mental amp kesehatan fisik amp berkaitan tqvxzaes
halo its indonesia rilis mental kesehatan movie series etiolasi episode  youtube bem its sebuah kisah inspiratif orang mahasiswa bangkit melawan masalah kesehatan mental mereka tahan tumpuk selama selamat menyaksikan eksodusunjukasa 3vvsry7j1w,halo its indonesia rilis mental kesehatan movie series etiolasi episode youtube bem its sebuah kisah inspiratif orang mahasiswa bangkit melawan masalah kesehatan mental mereka tahan tumpuk selama selamat menyaksikan eksodusunjukasa vvsry ,halo its indonesia rilis mental kesehatan movie series etiolasi episode youtube bem its sebuah kisah inspiratif orang mahasiswa bangkit melawan masalah kesehatan mental mereka tahan tumpuk selama selamat menyaksikan eksodusunjukasa vvsry ,"['halo', 'its', 'indonesia', 'rilis', 'mental', 'kesehatan', 'movie', 'series', 'etiolasi', 'episode', 'youtube', 'bem', 'its', 'sebuah', 'kisah', 'inspiratif', 'orang', 'mahasiswa', 'bangkit', 'melawan', 'masalah', 'kesehatan', 'mental', 'mereka', 'tahan', 'tumpuk', 'selama', 'selamat', 'menyaksikan', 'eksodusunjukasa', 'vvsry', '']","['halo', 'its', 'indonesia', 'rilis', 'mental', 'kesehatan', 'movie', 'series', 'etiolasi', 'episode', 'youtube', 'bem', 'its', 'kisah', 'inspiratif', 'orang', 'mahasiswa', 'bangkit', 'melawan', 'kesehatan', 'mental', 'tahan', 'tumpuk', 'selamat', 'menyaksikan', 'eksodusunjukasa', 'vvsry', '']","['halo', 'its', 'indonesia', 'rilis', 'mental', 'kesehatan', 'movie', 'series', 'etiolasi', 'episode', 'youtube', 'bem', 'its', 'kisah', 'inspiratif', 'orang', 'mahasiswa', 'bangkit', 'melawan', 'kesehatan', 'mental', 'tahan', 'tumpuk', 'selamat', 'menyaksikan', 'eksodusunjukasa', 'vvsry', '']",halo its indonesia rilis mental kesehatan movie series etiolasi episode youtube bem its kisah inspiratif orang mahasiswa bangkit melawan kesehatan mental tahan tumpuk selamat menyaksikan eksodusunjukasa vvsry
healthies selamat tahun baru islam muharram 1443h perkokoh diri suasana pandemi covid dengan selalu meningkatkan iman imun menjaga kesehatan mental tubuh selama beraktivitas 1muharram1443h cegahcovid19 germas 3nrepk26ut,healthies selamat tahun baru islam muharram perkokoh diri suasana pandemi covid dengan selalu meningkatkan iman imun menjaga kesehatan mental tubuh selama beraktivitas muharram cegahcovid germas nrepk ,healthies selamat tahun baru islam muharram perkokoh diri suasana pandemi covid dengan selalu meningkatkan iman imun menjaga kesehatan mental tubuh selama beraktivitas muharram cegahcovid germas nrepk ,"['healthies', 'selamat', 'tahun', 'baru', 'islam', 'muharram', 'perkokoh', 'diri', 'suasana', 'pandemi', 'covid', 'dengan', 'selalu', 'meningkatkan', 'iman', 'imun', 'menjaga', 'kesehatan', 'mental', 'tubuh', 'selama', 'beraktivitas', 'muharram', 'cegahcovid', 'germas', 'nrepk', '']","['healthies', 'selamat', 'islam', 'muharram', 'perkokoh', 'suasana', 'pandemi', 'covid', 'meningkatkan', 'iman', 'imun', 'menjaga', 'kesehatan', 'mental', 'tubuh', 'beraktivitas', 'muharram', 'cegahcovid', 'germas', 'nrepk', '']","['healthies', 'selamat', 'islam', 'muharram', 'perkokoh', 'suasana', 'pandemi', 'covid', 'meningkatkan', 'iman', 'imun', 'menjaga', 'kesehatan', 'mental', 'tubuh', 'beraktivitas', 'muharram', 'cegahcovid', 'germas', 'nrepk', '']",healthies selamat islam muharram perkokoh suasana pandemi covid meningkatkan iman imun menjaga kesehatan mental tubuh beraktivitas muharram cegahcovid germas nrepk
updaters masa pandemi covid kita mulai peduli kesehatan hanya kesehatan fisik juga kesehatan mental minku membagikan kutips bisa kamu lakukan kesehatan mentalmu tetap terjaga kutips jmpgrqjgjj,updaters masa pandemi covid kita mulai peduli kesehatan hanya kesehatan fisik juga kesehatan mental minku membagikan kutips bisa kamu lakukan kesehatan mentalmu tetap terjaga kutips jmpgrqjgjj,updaters masa pandemi covid kita mulai peduli kesehatan hanya kesehatan fisik juga kesehatan mental minku membagikan kutips bisa kamu lakukan kesehatan mentalmu tetap terjaga kutips jmpgrqjgjj,"['updaters', 'masa', 'pandemi', 'covid', 'kita', 'mulai', 'peduli', 'kesehatan', 'hanya', 'kesehatan', 'fisik', 'juga', 'kesehatan', 'mental', 'minku', 'membagikan', 'kutips', 'bisa', 'kamu', 'lakukan', 'kesehatan', 'mentalmu', 'tetap', 'terjaga', 'kutips', 'jmpgrqjgjj']","['updaters', 'pandemi', 'covid', 'peduli', 'kesehatan', 'kesehatan', 'fisik', 'kesehatan', 'mental', 'minku', 'membagikan', 'kutips', 'lakukan', 'kesehatan', 'mentalmu', 'terjaga', 'kutips', 'jmpgrqjgjj']","['updaters', 'pandemi', 'covid', 'peduli', 'kesehatan', 'kesehatan', 'fisik', 'kesehatan', 'mental', 'minku', 'membagikan', 'kutips', 'lakukan', 'kesehatan', 'mentalmu', 'terjaga', 'kutips', 'jmpgrqjgjj']",updaters pandemi covid peduli kesehatan kesehatan fisik kesehatan mental minku membagikan kutips lakukan kesehatan mentalmu terjaga kutips jmpgrqjgjj
jujur sebenarnya  tidak  berharap lebih untuk  turnamen indonesia open minions tahu  capai  fisik mental tolong  ditambah memang  fokusnya ingin menang bwc intinya semoga minions selalu diberi kesehatan dijauhi cidera jadi saat bwc benar-benar  fire,jujur sebenarnya tidak berharap lebih untuk turnamen indonesia open minions tahu capai fisik mental tolong ditambah memang fokusnya ingin menang bwc intinya semoga minions selalu diberi kesehatan dijauhi cidera jadi saat bwc benar benar fire,jujur sebenarnya tidak berharap lebih untuk turnamen indonesia open minions tahu capai fisik mental tolong ditambah memang fokusnya ingin menang bwc intinya semoga minions selalu diberi kesehatan dijauhi cidera jadi saat bwc benar benar fire,"['jujur', 'sebenarnya', 'tidak', 'berharap', 'lebih', 'untuk', 'turnamen', 'indonesia', 'open', 'minions', 'tahu', 'capai', 'fisik', 'mental', 'tolong', 'ditambah', 'memang', 'fokusnya', 'ingin', 'menang', 'bwc', 'intinya', 'semoga', 'minions', 'selalu', 'diberi', 'kesehatan', 'dijauhi', 'cidera', 'jadi', 'saat', 'bwc', 'benar', 'benar', 'fire']","['jujur', 'berharap', 'turnamen', 'indonesia', 'open', 'minions', 'capai', 'fisik', 'mental', 'tolong', 'ditambah', 'fokusnya', 'menang', 'bwc', 'intinya', 'semoga', 'minions', 'kesehatan', 'dijauhi', 'cidera', 'bwc', 'fire']","['jujur', 'berharap', 'turnamen', 'indonesia', 'open', 'minions', 'capai', 'fisik', 'mental', 'tolong', 'ditambah', 'fokusnya', 'menang', 'bwc', 'intinya', 'semoga', 'minions', 'kesehatan', 'dijauhi', 'cidera', 'bwc', 'fire']",jujur berharap turnamen indonesia open minions capai fisik mental tolong ditambah fokusnya menang bwc intinya semoga minions kesehatan dijauhi cidera bwc fire
kerapatan indonesia tanah air selamat hari anak sedunia pandemi menunjukkan bagaimana ketidaksetaraan mempengaruhi hak anak mulai krisis pendidikan kesehatan mental rasisme diskriminasi better future for every child maman imanulhaq harianaksedunia indonesia cr2ltmyoav,kerapatan indonesia tanah air selamat hari anak sedunia pandemi menunjukkan bagaimana ketidaksetaraan mempengaruhi hak anak mulai krisis pendidikan kesehatan mental rasisme diskriminasi better future for every child maman imanulhaq harianaksedunia indonesia ltmyoav,kerapatan indonesia tanah air selamat hari anak sedunia pandemi menunjukkan bagaimana ketidaksetaraan mempengaruhi hak anak mulai krisis pendidikan kesehatan mental rasisme diskriminasi better future for every child maman imanulhaq harianaksedunia indonesia ltmyoav,"['kerapatan', 'indonesia', 'tanah', 'air', 'selamat', 'hari', 'anak', 'sedunia', 'pandemi', 'menunjukkan', 'bagaimana', 'ketidaksetaraan', 'mempengaruhi', 'hak', 'anak', 'mulai', 'krisis', 'pendidikan', 'kesehatan', 'mental', 'rasisme', 'diskriminasi', 'better', 'future', 'for', 'every', 'child', 'maman', 'imanulhaq', 'harianaksedunia', 'indonesia', 'ltmyoav']","['kerapatan', 'indonesia', 'tanah', 'air', 'selamat', 'anak', 'sedunia', 'pandemi', 'ketidaksetaraan', 'mempengaruhi', 'hak', 'anak', 'krisis', 'pendidikan', 'kesehatan', 'mental', 'rasisme', 'diskriminasi', 'better', 'future', 'for', 'every', 'child', 'maman', 'imanulhaq', 'harianaksedunia', 'indonesia', 'ltmyoav']","['kerapatan', 'indonesia', 'tanah', 'air', 'selamat', 'anak', 'sedunia', 'pandemi', 'ketidaksetaraan', 'mempengaruhi', 'hak', 'anak', 'krisis', 'pendidikan', 'kesehatan', 'mental', 'rasisme', 'diskriminasi', 'better', 'future', 'for', 'every', 'child', 'maman', 'imanulhaq', 'harianaksedunia', 'indonesia', 'ltmyoav']",kerapatan indonesia tanah air selamat anak sedunia pandemi ketidaksetaraan mempengaruhi hak anak krisis pendidikan kesehatan mental rasisme diskriminasi better future for every child maman imanulhaq harianaksedunia indonesia ltmyoav
kes meningkat for sure masa sama kena sedar covid tak mudah hilang takkan selamanya anak hidup dalam paranoid terkurung tak baik untuk fizikal amp mental manusia lah kot namanya norma baharu hidup bersama covid huhu,kes meningkat for sure masa sama kena sedar covid tak mudah hilang takkan selamanya anak hidup dalam paranoid terkurung tak baik untuk fizikal amp mental manusia lah kot namanya norma baharu hidup bersama covid huhu,kes meningkat for sure masa sama kena sedar covid tak mudah hilang takkan selamanya anak hidup dalam paranoid terkurung tak baik untuk fizikal amp mental manusia lah kot namanya norma baharu hidup bersama covid huhu,"['kes', 'meningkat', 'for', 'sure', 'masa', 'sama', 'kena', 'sedar', 'covid', 'tak', 'mudah', 'hilang', 'takkan', 'selamanya', 'anak', 'hidup', 'dalam', 'paranoid', 'terkurung', 'tak', 'baik', 'untuk', 'fizikal', 'amp', 'mental', 'manusia', 'lah', 'kot', 'namanya', 'norma', 'baharu', 'hidup', 'bersama', 'covid', 'huhu']","['kes', 'meningkat', 'for', 'sure', 'kena', 'sedar', 'covid', 'mudah', 'hilang', 'takkan', 'anak', 'hidup', 'paranoid', 'terkurung', 'fizikal', 'amp', 'mental', 'manusia', 'kot', 'namanya', 'norma', 'baharu', 'hidup', 'covid', 'huhu']","['kes', 'meningkat', 'for', 'sure', 'kena', 'sedar', 'covid', 'mudah', 'hilang', 'takkan', 'anak', 'hidup', 'paranoid', 'terkurung', 'fizikal', 'amp', 'mental', 'manusia', 'kot', 'namanya', 'norma', 'baharu', 'hidup', 'covid', 'huhu']",kes meningkat for sure kena sedar covid mudah hilang takkan anak hidup paranoid terkurung fizikal amp mental manusia kot namanya norma baharu hidup covid huhu
kesehatan mental penting saat pandemi banyak diantar yang rentan stres nah mbak amma chemist selasa ini mau berbagi tips menjaga kesehatan mental hidup lebih bahagia yuk dikepoin bvqk7y1iy8,kesehatan mental penting saat pandemi banyak diantar yang rentan stres nah mbak amma chemist selasa ini mau berbagi tips menjaga kesehatan mental hidup lebih bahagia yuk dikepoin bvqk ,kesehatan mental penting saat pandemi banyak diantar yang rentan stres nah mbak amma chemist selasa ini mau berbagi tips menjaga kesehatan mental hidup lebih bahagia yuk dikepoin bvqk ,"['kesehatan', 'mental', 'penting', 'saat', 'pandemi', 'banyak', 'diantar', 'yang', 'rentan', 'stres', 'nah', 'mbak', 'amma', 'chemist', 'selasa', 'ini', 'mau', 'berbagi', 'tips', 'menjaga', 'kesehatan', 'mental', 'hidup', 'lebih', 'bahagia', 'yuk', 'dikepoin', 'bvqk', '']","['kesehatan', 'mental', 'pandemi', 'diantar', 'rentan', 'stres', 'mbak', 'amma', 'chemist', 'selasa', 'berbagi', 'tips', 'menjaga', 'kesehatan', 'mental', 'hidup', 'bahagia', 'yuk', 'dikepoin', 'bvqk', '']","['kesehatan', 'mental', 'pandemi', 'diantar', 'rentan', 'stres', 'mbak', 'amma', 'chemist', 'selasa', 'berbagi', 'tips', 'menjaga', 'kesehatan', 'mental', 'hidup', 'bahagia', 'yuk', 'dikepoin', 'bvqk', '']",kesehatan mental pandemi diantar rentan stres mbak amma chemist selasa berbagi tips menjaga kesehatan mental hidup bahagia yuk dikepoin bvqk
